Date,Open,High,Low,Close,Adj Close,Volume
2000-06-05,2908.060059,2913.189941,2885.889893,2891.729980,2891.729980,0
2000-06-06,2898.919922,2913.600098,2884.250000,2898.449951,2898.449951,0
2000-06-07,2905.060059,2905.060059,2884.879883,2898.750000,2898.750000,0
2000-06-08,2879.280029,2900.070068,2842.969971,2857.340088,2857.340088,0
2000-06-09,2862.189941,2891.409912,2854.979980,2876.580078,2876.580078,0
2000-06-12,null,null,null,null,null,null
2000-06-13,2887.250000,2915.080078,2879.520020,2914.719971,2914.719971,0
2000-06-14,2918.790039,2918.790039,2877.540039,2886.500000,2886.500000,0
2000-06-15,2888.560059,2920.830078,2885.199951,2906.340088,2906.340088,0
2000-06-16,2909.979980,2936.100098,2909.979980,2922.500000,2922.500000,0
2000-06-19,2920.500000,2932.770020,2880.969971,2895.310059,2895.310059,0
2000-06-20,2902.760010,2910.600098,2872.080078,2900.040039,2900.040039,0
2000-06-21,2894.330078,2906.050049,2880.310059,2899.120117,2899.120117,0
2000-06-22,2899.540039,2919.270020,2890.260010,2909.899902,2909.899902,0
2000-06-23,2884.860107,2906.989990,2884.860107,2891.010010,2891.010010,0
2000-06-26,2888.729980,2907.979980,2883.979980,2890.429932,2890.429932,0
2000-06-27,2894.030029,2916.860107,2894.030029,2910.330078,2910.330078,0
2000-06-28,2913.540039,2913.540039,2894.979980,2908.080078,2908.080078,0
2000-06-29,2901.030029,2921.159912,2894.790039,2903.580078,2903.580078,0
2000-06-30,2917.459961,2957.760010,2904.139893,2953.280029,2953.280029,0
2000-07-03,2949.719971,2978.830078,2947.280029,2954.639893,2954.639893,0
2000-07-04,2951.000000,2977.389893,2951.000000,2955.459961,2955.459961,0
2000-07-05,2963.879883,2976.750000,2945.600098,2967.860107,2967.860107,0
2000-07-06,2972.060059,2973.709961,2945.570068,2953.060059,2953.060059,0
2000-07-07,2954.280029,2986.659912,2928.050049,2977.719971,2977.719971,0
2000-07-10,3001.050049,3013.489990,2979.929932,2996.429932,2996.429932,0
2000-07-11,2999.610107,3017.010010,2974.060059,3016.929932,3016.929932,0
2000-07-12,3010.139893,3039.870117,3005.750000,3030.840088,3030.840088,0
2000-07-13,3034.209961,3039.780029,3019.560059,3027.360107,3027.360107,0
2000-07-14,3020.250000,3054.709961,3012.600098,3013.899902,3013.899902,0
2000-07-17,3022.219971,3029.320068,3007.030029,3021.050049,3021.050049,0
2000-07-18,3019.050049,3025.479980,3004.139893,3014.610107,3014.610107,0
2000-07-19,3011.969971,3015.219971,2994.419922,3000.639893,3000.639893,0
2000-07-20,2992.489990,3029.439941,2988.989990,3024.889893,3024.889893,0
2000-07-21,null,null,null,null,null,null
2000-07-24,2999.600098,3045.479980,2998.899902,3031.560059,3031.560059,0
2000-07-25,3022.399902,3041.929932,3018.659912,3039.620117,3039.620117,0
2000-07-26,3048.810059,3049.219971,3035.110107,3037.159912,3037.159912,0
2000-07-27,3040.050049,3078.919922,3032.110107,3059.780029,3059.780029,0
2000-07-28,3046.050049,3069.199951,3046.050049,3060.169922,3060.169922,0
2000-07-31,3049.870117,3068.659912,3039.250000,3068.610107,3068.610107,0
2000-08-01,3063.120117,3068.010010,3040.270020,3050.489990,3050.489990,0
2000-08-02,3042.360107,3055.870117,3033.340088,3054.979980,3054.979980,0
2000-08-03,3048.459961,3055.840088,3038.419922,3046.280029,3046.280029,0
2000-08-04,3047.620117,3089.780029,3046.939941,3086.449951,3086.449951,0
2000-08-07,3076.300049,3115.590088,3072.639893,3112.429932,3112.429932,0
2000-08-08,3115.120117,3139.750000,3104.939941,3132.659912,3132.659912,0
2000-08-09,3140.100098,3171.610107,3132.389893,3164.959961,3164.959961,0
2000-08-10,3163.590088,3173.850098,3154.580078,3163.840088,3163.840088,0
2000-08-11,3158.169922,3197.330078,3152.469971,3180.149902,3180.149902,0
2000-08-14,3184.370117,3200.899902,3182.040039,3190.320068,3190.320068,0
2000-08-15,3193.169922,3203.159912,3175.510010,3185.570068,3185.570068,0
2000-08-16,3172.750000,3196.689941,3172.719971,3185.270020,3185.270020,0
2000-08-17,3179.590088,3184.800049,3145.669922,3154.830078,3154.830078,0
2000-08-18,3161.350098,3168.580078,3136.899902,3153.899902,3153.899902,0
2000-08-21,3155.790039,3174.500000,3148.000000,3174.500000,3174.500000,0
2000-08-22,3167.699951,3172.989990,3152.070068,3160.739990,3160.739990,0
2000-08-23,3151.560059,3173.639893,3143.409912,3162.300049,3162.300049,0
2000-08-24,3153.520020,3173.840088,3151.070068,3164.760010,3164.760010,0
2000-08-25,3161.820068,3191.969971,3154.750000,3162.989990,3162.989990,0
2000-08-28,3161.080078,3172.790039,3149.270020,3172.030029,3172.030029,0
2000-08-29,3179.290039,3192.729980,3158.580078,3161.020020,3161.020020,0
2000-08-30,3151.899902,3159.879883,3129.300049,3134.800049,3134.800049,0
2000-08-31,3135.270020,3143.459961,3115.030029,3132.520020,3132.520020,0
2000-09-01,3136.560059,3148.729980,3106.949951,3125.409912,3125.409912,0
2000-09-04,3139.090088,3148.350098,3113.610107,3121.959961,3121.959961,0
2000-09-05,3120.479980,3122.620117,3082.860107,3102.870117,3102.870117,0
2000-09-06,3102.790039,3114.520020,3096.489990,3103.659912,3103.659912,0
2000-09-07,3095.320068,3101.560059,3065.659912,3071.209961,3071.209961,0
2000-09-08,3074.459961,3081.580078,3039.260010,3049.340088,3049.340088,0
2000-09-11,3040.360107,3049.060059,3014.040039,3048.709961,3048.709961,0
2000-09-12,3047.899902,3070.310059,3045.590088,3048.860107,3048.860107,0
2000-09-13,3050.020020,3053.479980,3028.879883,3049.590088,3049.590088,0
2000-09-14,3042.429932,3059.060059,3031.429932,3046.689941,3046.689941,0
2000-09-15,3044.550049,3045.340088,3014.580078,3022.050049,3022.050049,0
2000-09-18,3027.260010,3027.260010,2975.629883,2986.489990,2986.489990,0
2000-09-19,2983.120117,2983.129883,2942.889893,2953.510010,2953.510010,0
2000-09-20,2958.149902,2990.110107,2958.149902,2975.050049,2975.050049,0
2000-09-21,2972.409912,2995.219971,2957.270020,2976.600098,2976.600098,0
2000-09-22,2973.030029,2980.669922,2942.739990,2973.679932,2973.679932,0
2000-09-25,2993.939941,3000.250000,2971.889893,2974.830078,2974.830078,0
2000-09-26,2969.550049,2983.459961,2963.340088,2979.189941,2979.189941,0
2000-09-27,2975.340088,3019.219971,2972.760010,3007.820068,3007.820068,0
2000-09-28,3012.260010,3030.979980,3007.370117,3018.070068,3018.070068,0
2000-09-29,3031.149902,3070.770020,3021.959961,3056.010010,3056.010010,0
2000-10-02,3039.169922,3096.209961,3031.570068,3091.100098,3091.100098,0
2000-10-03,3087.330078,3115.600098,3086.709961,3094.860107,3094.860107,0
2000-10-04,3089.239990,3110.389893,3078.020020,3089.159912,3089.159912,0
2000-10-05,3084.239990,3106.629883,3083.939941,3094.320068,3094.320068,0
2000-10-06,3084.510010,3114.239990,3060.320068,3060.320068,3060.320068,0
2000-10-09,3060.320068,3060.320068,2993.909912,3007.020020,3007.020020,0
2000-10-10,3007.570068,3034.270020,2998.290039,3012.290039,3012.290039,0
2000-10-11,3000.639893,3009.280029,2989.129883,3005.850098,3005.850098,0
2000-10-12,3000.489990,3032.080078,2958.280029,2988.350098,2988.350098,0
2000-10-13,2961.040039,3011.500000,2952.090088,3011.429932,3011.429932,0
2000-10-16,3022.399902,3052.189941,3022.310059,3038.360107,3038.360107,0
2000-10-17,3033.010010,3042.659912,3005.219971,3006.169922,3006.169922,0
2000-10-18,3007.419922,3016.229980,2951.550049,3007.879883,3007.879883,0
2000-10-19,2999.969971,3030.080078,2999.969971,3022.250000,3022.250000,0
2000-10-20,3014.949951,3067.409912,3013.070068,3044.669922,3044.669922,0
2000-10-23,3043.010010,3049.129883,3025.320068,3037.610107,3037.610107,0
2000-10-24,3032.469971,3060.219971,3032.469971,3053.010010,3053.010010,0
2000-10-25,3054.780029,3065.850098,3003.560059,3034.129883,3034.129883,0
2000-10-26,3029.239990,3052.510010,3022.939941,3051.919922,3051.919922,0
2000-10-27,3043.290039,3076.199951,3041.199951,3076.070068,3076.070068,0
2000-10-30,3077.429932,3087.250000,3054.510010,3070.189941,3070.189941,0
2000-10-31,3063.699951,3110.110107,3063.199951,3110.110107,3110.110107,0
2000-11-01,3120.610107,3150.360107,3118.790039,3150.360107,3150.360107,0
2000-11-02,3158.439941,3176.629883,3139.649902,3172.020020,3172.020020,0
2000-11-03,3185.479980,3187.330078,3166.939941,3181.850098,3181.850098,0
2000-11-06,3177.510010,3198.709961,3170.510010,3198.709961,3198.709961,0
2000-11-07,3199.659912,3210.030029,3178.260010,3184.850098,3184.850098,0
2000-11-08,3179.110107,3189.379883,3171.439941,3174.010010,3174.010010,0
2000-11-09,3168.260010,3181.719971,3165.679932,3179.159912,3179.159912,0
2000-11-10,3162.810059,3170.580078,3128.350098,3147.209961,3147.209961,0
2000-11-13,3126.699951,3138.810059,3108.159912,3126.959961,3126.959961,0
2000-11-14,3118.169922,3151.889893,3117.530029,3148.300049,3148.300049,0
2000-11-15,3145.000000,3145.000000,3114.909912,3122.090088,3122.090088,0
2000-11-16,3118.830078,3144.439941,3112.729980,3142.879883,3142.879883,0
2000-11-17,3131.520020,3150.820068,3117.830078,3143.040039,3143.040039,0
2000-11-20,3137.040039,3144.050049,3109.239990,3110.800049,3110.800049,0
2000-11-21,3100.500000,3100.500000,3072.570068,3088.590088,3088.590088,0
2000-11-22,3069.879883,3080.169922,3060.770020,3068.399902,3068.399902,0
2000-11-23,3057.370117,3071.739990,3041.080078,3071.739990,3071.739990,0
2000-11-24,3058.459961,3094.169922,3058.459961,3063.969971,3063.969971,0
2000-11-27,3065.780029,3073.159912,3012.969971,3018.080078,3018.080078,0
2000-11-28,3027.760010,3030.219971,2982.979980,2993.689941,2993.689941,0
2000-11-29,2982.969971,2983.429932,2949.270020,2956.189941,2956.189941,0
2000-11-30,2951.219971,2994.489990,2948.219971,2988.580078,2988.580078,0
2000-12-01,3003.459961,3035.409912,2992.129883,3034.909912,3034.909912,0
2000-12-04,3023.750000,3030.159912,3008.389893,3008.389893,3008.389893,0
2000-12-05,3011.909912,3046.000000,3011.550049,3043.639893,3043.639893,0
2000-12-06,3070.010010,3075.239990,3020.399902,3028.909912,3028.909912,0
2000-12-07,3022.000000,3040.750000,3010.909912,3027.239990,3027.239990,0
2000-12-08,3030.879883,3044.189941,3019.020020,3033.370117,3033.370117,0
2000-12-11,3033.649902,3051.229980,3029.270020,3049.010010,3049.010010,0
2000-12-12,3051.820068,3053.689941,3032.129883,3037.510010,3037.510010,0
2000-12-13,3040.270020,3044.699951,3012.270020,3026.050049,3026.050049,0
2000-12-14,3018.949951,3019.300049,2970.429932,2972.989990,2972.989990,0
2000-12-15,2980.600098,2987.649902,2955.530029,2987.280029,2987.280029,0
2000-12-18,2973.610107,2987.500000,2964.300049,2971.969971,2971.969971,0
2000-12-19,2981.790039,2994.139893,2969.209961,2991.479980,2991.479980,0
2000-12-20,2977.229980,2994.530029,2967.270020,2993.679932,2993.679932,0
2000-12-21,2973.389893,3005.949951,2970.449951,2997.159912,2997.159912,0
2000-12-22,2997.000000,3024.969971,2986.580078,2996.449951,2996.449951,0
2000-12-25,null,null,null,null,null,null
2000-12-26,null,null,null,null,null,null
2000-12-27,2998.399902,3017.729980,2987.889893,3002.469971,3002.469971,0
2000-12-28,3006.429932,3025.870117,2993.020020,3024.489990,3024.489990,0
2000-12-29,null,null,null,null,null,null
2001-01-01,null,null,null,null,null,null
2001-01-02,3014.600098,3042.129883,3013.340088,3030.419922,3030.419922,0
2001-01-03,3022.320068,3038.949951,3015.889893,3027.739990,3027.739990,0
2001-01-04,3052.790039,3059.320068,3014.879883,3014.879883,3014.879883,0
2001-01-05,3002.159912,3019.570068,2994.510010,3013.550049,3013.550049,0
2001-01-08,3004.919922,3008.719971,2994.060059,2995.229980,2995.229980,0
2001-01-09,2994.429932,3011.370117,2986.449951,3001.070068,3001.070068,0
2001-01-10,2990.719971,2997.389893,2975.989990,2980.199951,2980.199951,0
2001-01-11,2989.149902,2994.959961,2976.709961,2989.120117,2989.120117,0
2001-01-12,2998.489990,3010.080078,2985.510010,2991.100098,2991.100098,0
2001-01-15,2985.270020,2992.229980,2971.750000,2974.270020,2974.270020,0
2001-01-16,2975.459961,2980.489990,2956.889893,2962.070068,2962.070068,0
2001-01-17,2967.219971,2983.489990,2963.699951,2977.540039,2977.540039,0
